,CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk
1698,no_checking,11,credits_paid_to_date,car_used,5191,100_to_500,less_1,3,male,none,4,real_estate,43,none,own,1,management_self-employed,1,none,yes,No Risk
1699,no_checking,29,prior_payments_delayed,radio_tv,4541,greater_1000,1_to_4,4,male,none,4,savings_insurance,34,none,own,2,management_self-employed,1,none,yes,No Risk
1700,no_checking,22,outstanding_credit,vacation,2988,500_to_1000,1_to_4,4,male,none,3,car_other,27,none,own,1,management_self-employed,1,none,yes,No Risk
1701,no_checking,8,all_credits_paid_back,radio_tv,288,500_to_1000,1_to_4,3,male,co-applicant,3,real_estate,42,none,own,1,skilled,1,none,yes,No Risk
1702,no_checking,27,prior_payments_delayed,appliances,4204,unknown,4_to_7,3,male,none,4,car_other,52,none,own,2,skilled,1,none,yes,No Risk
1703,0_to_200,4,credits_paid_to_date,car_new,3185,less_100,4_to_7,2,male,none,2,car_other,45,none,own,1,skilled,1,yes,yes,No Risk
1704,less_0,4,prior_payments_delayed,furniture,250,500_to_1000,4_to_7,1,male,none,3,car_other,31,stores,own,1,skilled,1,yes,yes,No Risk
1705,less_0,16,credits_paid_to_date,car_used,1852,less_100,unemployed,2,male,none,3,car_other,30,none,own,1,skilled,1,yes,yes,No Risk
1706,less_0,13,all_credits_paid_back,furniture,5577,less_100,4_to_7,3,male,none,3,car_other,28,none,own,1,skilled,1,none,yes,No Risk
1707,no_checking,23,prior_payments_delayed,car_used,1743,unknown,1_to_4,3,male,none,3,car_other,29,none,own,1,skilled,1,none,yes,No Risk
1708,no_checking,18,credits_paid_to_date,car_new,5351,500_to_1000,4_to_7,3,male,none,4,car_other,39,none,own,2,skilled,1,none,yes,No Risk
1709,0_to_200,25,credits_paid_to_date,radio_tv,2092,less_100,less_1,1,male,none,2,savings_insurance,28,none,own,1,skilled,1,none,yes,No Risk
1710,0_to_200,17,credits_paid_to_date,car_used,1722,500_to_1000,less_1,2,male,none,3,real_estate,25,none,own,1,skilled,2,yes,yes,No Risk
1711,less_0,20,credits_paid_to_date,radio_tv,2305,100_to_500,4_to_7,2,male,none,2,savings_insurance,19,stores,own,1,skilled,1,none,yes,No Risk
1712,no_checking,31,prior_payments_delayed,radio_tv,4569,100_to_500,1_to_4,4,male,none,5,savings_insurance,37,none,free,2,management_self-employed,1,yes,yes,No Risk
1713,0_to_200,18,prior_payments_delayed,radio_tv,1775,100_to_500,1_to_4,2,male,none,3,savings_insurance,39,none,own,1,skilled,1,yes,yes,No Risk
1714,0_to_200,25,outstanding_credit,car_used,3190,100_to_500,1_to_4,3,male,none,3,savings_insurance,42,bank,own,1,unskilled,1,none,yes,No Risk
1715,no_checking,8,credits_paid_to_date,car_new,1444,less_100,1_to_4,3,male,none,4,car_other,47,none,own,1,management_self-employed,1,none,yes,No Risk
1716,0_to_200,16,prior_payments_delayed,furniture,4722,100_to_500,greater_7,3,male,none,2,unknown,50,bank,own,2,unemployed,1,yes,yes,No Risk
1717,0_to_200,28,credits_paid_to_date,radio_tv,2379,less_100,4_to_7,3,male,none,2,real_estate,26,none,free,1,skilled,1,none,yes,No Risk
1718,less_0,4,credits_paid_to_date,car_used,3205,less_100,4_to_7,3,male,none,3,savings_insurance,19,none,own,1,management_self-employed,1,none,yes,No Risk
1719,greater_200,24,credits_paid_to_date,car_used,4758,100_to_500,4_to_7,3,male,none,3,savings_insurance,38,none,own,1,skilled,1,yes,yes,No Risk
1720,less_0,8,prior_payments_delayed,car_new,1821,less_100,less_1,2,male,none,3,car_other,38,none,own,2,skilled,1,yes,yes,No Risk
1721,0_to_200,4,all_credits_paid_back,car_used,2348,100_to_500,less_1,1,male,none,3,real_estate,19,stores,rent,1,unskilled,2,none,yes,No Risk
1722,no_checking,32,prior_payments_delayed,car_used,7832,greater_1000,1_to_4,4,male,co-applicant,4,car_other,37,none,own,2,management_self-employed,1,none,yes,No Risk
1723,greater_200,34,prior_payments_delayed,business,1998,100_to_500,4_to_7,2,male,none,2,real_estate,38,none,rent,1,skilled,2,none,yes,No Risk
1724,less_0,28,credits_paid_to_date,car_new,901,less_100,1_to_4,2,male,none,2,savings_insurance,31,stores,own,1,skilled,1,yes,yes,No Risk
1725,no_checking,13,credits_paid_to_date,furniture,3180,less_100,4_to_7,4,male,none,4,savings_insurance,34,bank,own,1,unskilled,2,yes,yes,No Risk
1726,0_to_200,19,credits_paid_to_date,furniture,1459,less_100,1_to_4,3,male,none,3,car_other,42,bank,rent,1,unskilled,1,yes,yes,No Risk
1727,less_0,11,prior_payments_delayed,car_new,3900,less_100,1_to_4,2,male,none,3,savings_insurance,19,none,rent,1,skilled,1,none,yes,No Risk
1728,0_to_200,17,prior_payments_delayed,repairs,4339,less_100,1_to_4,3,male,none,3,savings_insurance,44,stores,own,2,skilled,1,none,yes,No Risk
1729,0_to_200,38,prior_payments_delayed,radio_tv,7317,greater_1000,4_to_7,4,male,none,4,car_other,42,none,own,3,skilled,1,yes,yes,No Risk
1730,0_to_200,21,credits_paid_to_date,radio_tv,5653,less_100,4_to_7,3,male,none,4,savings_insurance,30,none,own,1,skilled,1,none,yes,No Risk
1731,less_0,25,credits_paid_to_date,car_new,1109,500_to_1000,less_1,2,male,none,2,savings_insurance,26,bank,rent,1,unemployed,1,none,yes,No Risk
1732,less_0,20,credits_paid_to_date,furniture,1329,less_100,1_to_4,3,male,none,3,real_estate,20,none,own,1,skilled,1,none,yes,No Risk
1733,0_to_200,9,all_credits_paid_back,furniture,250,500_to_1000,1_to_4,2,male,none,2,real_estate,30,none,rent,1,skilled,1,none,yes,No Risk
1734,less_0,10,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,2,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk
1735,no_checking,12,outstanding_credit,education,5272,100_to_500,1_to_4,4,male,none,4,car_other,39,none,own,1,management_self-employed,2,none,yes,No Risk
1736,no_checking,20,credits_paid_to_date,car_new,4747,100_to_500,less_1,3,male,none,4,car_other,34,none,rent,2,management_self-employed,1,yes,yes,No Risk
1737,no_checking,26,prior_payments_delayed,business,8366,100_to_500,4_to_7,5,male,none,3,car_other,52,none,free,2,management_self-employed,1,yes,yes,No Risk
1738,less_0,23,credits_paid_to_date,car_new,1698,less_100,1_to_4,2,male,none,3,real_estate,27,none,own,2,skilled,1,yes,yes,No Risk
1739,no_checking,32,all_credits_paid_back,car_used,5353,100_to_500,4_to_7,4,male,none,4,car_other,40,none,own,1,skilled,1,yes,yes,No Risk
1740,greater_200,20,all_credits_paid_back,furniture,654,500_to_1000,less_1,3,male,none,3,savings_insurance,21,none,own,1,skilled,1,none,yes,No Risk
1741,less_0,9,all_credits_paid_back,car_new,2052,less_100,unemployed,1,male,none,2,real_estate,21,stores,rent,1,skilled,1,none,yes,No Risk
1742,no_checking,32,outstanding_credit,furniture,3184,unknown,greater_7,4,male,none,4,car_other,37,bank,own,2,unemployed,2,yes,yes,No Risk
1743,less_0,11,prior_payments_delayed,furniture,250,500_to_1000,4_to_7,3,male,none,3,savings_insurance,34,none,own,2,skilled,1,none,yes,No Risk
1744,no_checking,15,credits_paid_to_date,radio_tv,1088,100_to_500,4_to_7,4,male,none,3,savings_insurance,47,none,own,2,skilled,1,none,yes,No Risk
1745,less_0,11,all_credits_paid_back,vacation,2541,100_to_500,4_to_7,3,male,none,3,real_estate,37,none,own,1,skilled,1,none,yes,No Risk
1746,0_to_200,16,prior_payments_delayed,radio_tv,730,less_100,1_to_4,3,male,none,3,real_estate,31,none,own,1,skilled,1,none,yes,No Risk
1747,0_to_200,4,all_credits_paid_back,car_used,250,100_to_500,unemployed,1,male,none,1,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk
1748,less_0,11,all_credits_paid_back,car_used,809,less_100,unemployed,2,male,none,2,real_estate,26,none,own,1,management_self-employed,1,none,yes,No Risk
1749,no_checking,28,all_credits_paid_back,furniture,1165,100_to_500,1_to_4,3,male,none,3,real_estate,19,none,own,1,management_self-employed,1,none,yes,No Risk
1750,less_0,18,all_credits_paid_back,vacation,1564,less_100,less_1,1,male,none,1,savings_insurance,25,stores,own,1,unskilled,1,none,yes,No Risk
1751,no_checking,25,outstanding_credit,furniture,7108,500_to_1000,1_to_4,4,male,none,4,savings_insurance,40,none,own,2,management_self-employed,1,none,yes,No Risk
1752,0_to_200,22,credits_paid_to_date,radio_tv,250,greater_1000,4_to_7,2,male,none,2,real_estate,36,stores,own,2,skilled,1,none,yes,No Risk
1753,less_0,7,all_credits_paid_back,car_new,250,less_100,1_to_4,1,male,none,2,real_estate,19,stores,own,1,skilled,1,none,yes,No Risk
1754,no_checking,15,credits_paid_to_date,car_new,4623,less_100,4_to_7,4,male,none,4,car_other,51,none,own,1,management_self-employed,1,none,no,No Risk
1755,no_checking,31,all_credits_paid_back,car_used,5649,100_to_500,less_1,4,male,none,3,real_estate,19,none,own,1,management_self-employed,2,none,yes,No Risk
1756,0_to_200,24,outstanding_credit,car_used,5056,500_to_1000,4_to_7,4,male,none,4,unknown,43,none,own,2,skilled,1,none,yes,No Risk
1757,less_0,16,credits_paid_to_date,car_new,1659,less_100,4_to_7,3,male,none,1,real_estate,21,stores,own,1,skilled,1,none,yes,No Risk
1758,greater_200,32,outstanding_credit,appliances,4388,unknown,greater_7,4,male,none,3,unknown,43,none,own,2,skilled,1,none,yes,No Risk
1759,less_0,13,all_credits_paid_back,radio_tv,941,less_100,less_1,1,male,none,2,real_estate,20,bank,rent,1,unemployed,1,none,yes,No Risk
1760,less_0,17,prior_payments_delayed,car_new,1721,less_100,4_to_7,3,male,none,1,car_other,30,none,rent,1,skilled,1,none,yes,No Risk
1761,less_0,18,prior_payments_delayed,car_new,250,less_100,less_1,1,male,none,2,savings_insurance,21,none,own,1,skilled,1,none,yes,No Risk
1762,no_checking,25,prior_payments_delayed,radio_tv,4545,100_to_500,4_to_7,4,male,none,3,savings_insurance,37,none,own,1,skilled,2,yes,yes,No Risk
1763,less_0,13,prior_payments_delayed,car_new,2651,less_100,1_to_4,3,male,none,3,savings_insurance,25,none,own,2,management_self-employed,2,none,yes,No Risk
1764,no_checking,14,credits_paid_to_date,car_new,616,100_to_500,4_to_7,3,male,none,4,savings_insurance,33,none,own,1,skilled,1,none,yes,No Risk
1765,less_0,23,credits_paid_to_date,radio_tv,1444,500_to_1000,4_to_7,3,male,none,2,savings_insurance,33,bank,own,2,unemployed,1,yes,yes,No Risk
1766,greater_200,26,outstanding_credit,furniture,4823,500_to_1000,less_1,3,male,none,4,unknown,43,bank,own,1,unskilled,1,yes,yes,No Risk
1767,0_to_200,25,credits_paid_to_date,car_new,2750,less_100,less_1,1,male,none,2,real_estate,38,none,own,1,skilled,2,yes,yes,No Risk
1768,0_to_200,4,all_credits_paid_back,education,250,less_100,1_to_4,2,male,none,2,real_estate,23,none,own,1,skilled,1,none,yes,No Risk
1769,0_to_200,18,prior_payments_delayed,furniture,4504,less_100,greater_7,4,male,none,3,unknown,46,none,own,1,skilled,1,none,no,No Risk
1770,no_checking,48,credits_paid_to_date,other,7681,unknown,greater_7,5,male,co-applicant,4,unknown,43,none,own,2,skilled,1,none,yes,No Risk
1771,no_checking,46,prior_payments_delayed,other,5939,500_to_1000,greater_7,5,male,none,3,savings_insurance,46,none,free,2,skilled,1,none,yes,No Risk
1772,no_checking,29,prior_payments_delayed,car_used,6490,100_to_500,less_1,4,male,none,3,savings_insurance,50,none,own,2,management_self-employed,1,none,yes,No Risk
1773,greater_200,28,outstanding_credit,furniture,1222,500_to_1000,less_1,3,male,none,3,real_estate,25,none,own,1,skilled,1,none,yes,No Risk
1774,0_to_200,31,credits_paid_to_date,furniture,250,100_to_500,less_1,2,male,none,3,real_estate,19,none,own,1,skilled,1,none,yes,No Risk
1775,no_checking,24,prior_payments_delayed,furniture,1512,500_to_1000,1_to_4,2,male,none,2,car_other,37,none,own,2,skilled,1,yes,yes,No Risk
1776,less_0,10,all_credits_paid_back,car_used,250,100_to_500,less_1,2,male,none,2,real_estate,22,none,rent,2,skilled,1,none,yes,No Risk
1777,0_to_200,12,credits_paid_to_date,education,2851,less_100,4_to_7,2,male,none,2,savings_insurance,26,none,rent,1,skilled,1,none,yes,No Risk
1778,0_to_200,20,credits_paid_to_date,car_new,2652,less_100,1_to_4,2,male,none,3,car_other,20,none,own,1,skilled,2,none,yes,No Risk
1779,no_checking,25,outstanding_credit,appliances,5593,500_to_1000,1_to_4,3,male,none,4,car_other,58,none,own,2,management_self-employed,2,yes,yes,No Risk
1780,0_to_200,9,credits_paid_to_date,furniture,250,500_to_1000,4_to_7,2,male,none,1,real_estate,30,stores,own,1,skilled,1,none,yes,No Risk
1781,no_checking,8,credits_paid_to_date,car_used,888,less_100,4_to_7,2,male,none,4,real_estate,42,none,own,1,skilled,1,none,yes,No Risk
1782,0_to_200,24,credits_paid_to_date,radio_tv,3124,100_to_500,4_to_7,3,male,none,3,savings_insurance,33,none,own,2,skilled,1,yes,yes,No Risk
1783,less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,2,male,none,1,real_estate,26,stores,rent,1,unskilled,1,none,yes,No Risk
1784,less_0,24,all_credits_paid_back,car_new,1834,less_100,4_to_7,3,male,none,1,savings_insurance,27,none,own,1,skilled,1,none,yes,No Risk
1785,no_checking,12,credits_paid_to_date,car_used,3389,less_100,1_to_4,2,male,none,3,real_estate,25,none,own,1,management_self-employed,1,none,yes,No Risk
1786,no_checking,35,outstanding_credit,vacation,9443,greater_1000,4_to_7,5,male,none,3,unknown,48,none,free,2,skilled,2,yes,yes,No Risk
1787,less_0,23,prior_payments_delayed,radio_tv,1896,100_to_500,less_1,3,male,none,2,car_other,38,none,own,2,skilled,1,yes,yes,No Risk
1788,less_0,20,credits_paid_to_date,furniture,2646,500_to_1000,1_to_4,3,male,none,2,car_other,31,none,rent,1,skilled,1,none,yes,No Risk
1789,no_checking,24,prior_payments_delayed,car_used,1322,100_to_500,less_1,2,male,none,3,car_other,26,bank,own,2,unskilled,1,none,yes,No Risk
1790,0_to_200,26,credits_paid_to_date,retraining,4580,100_to_500,1_to_4,3,male,none,3,savings_insurance,28,bank,rent,2,unemployed,2,yes,yes,No Risk
1791,no_checking,22,outstanding_credit,appliances,4993,unknown,4_to_7,4,male,none,3,car_other,48,stores,own,2,unskilled,2,yes,yes,No Risk
1792,no_checking,37,credits_paid_to_date,education,5120,500_to_1000,1_to_4,3,male,none,3,savings_insurance,34,none,own,1,skilled,2,none,yes,No Risk
1793,no_checking,37,outstanding_credit,repairs,4833,greater_1000,1_to_4,4,male,none,4,car_other,43,none,free,2,skilled,1,yes,yes,No Risk
1794,0_to_200,17,prior_payments_delayed,retraining,4185,100_to_500,1_to_4,2,male,none,2,car_other,31,none,own,1,skilled,1,yes,yes,No Risk
1795,no_checking,24,credits_paid_to_date,car_new,949,100_to_500,unemployed,3,male,none,3,real_estate,33,none,rent,1,skilled,1,none,yes,No Risk
1796,less_0,4,credits_paid_to_date,car_new,250,500_to_1000,4_to_7,3,male,none,2,savings_insurance,33,stores,rent,1,unskilled,1,yes,yes,No Risk
1797,less_0,4,all_credits_paid_back,radio_tv,250,less_100,1_to_4,2,male,none,1,savings_insurance,19,none,own,1,skilled,1,none,yes,No Risk
1798,0_to_200,24,credits_paid_to_date,radio_tv,2286,less_100,4_to_7,3,male,none,2,savings_insurance,27,bank,own,2,unskilled,2,none,yes,No Risk
1799,less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
1800,less_0,4,credits_paid_to_date,car_new,250,less_100,unemployed,1,male,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
1801,less_0,24,prior_payments_delayed,furniture,2741,500_to_1000,1_to_4,3,male,none,1,unknown,43,none,own,2,skilled,2,yes,yes,No Risk
1802,0_to_200,14,prior_payments_delayed,business,1740,100_to_500,1_to_4,3,male,none,2,car_other,30,none,own,1,skilled,1,yes,yes,No Risk
1803,0_to_200,27,credits_paid_to_date,retraining,5685,less_100,1_to_4,4,male,none,2,savings_insurance,27,none,rent,1,skilled,1,none,yes,No Risk
1804,0_to_200,4,credits_paid_to_date,car_used,1052,500_to_1000,1_to_4,3,male,co-applicant,3,savings_insurance,42,none,free,1,skilled,1,yes,yes,No Risk
1805,no_checking,28,outstanding_credit,vacation,7726,500_to_1000,4_to_7,4,male,none,2,unknown,55,none,free,2,skilled,1,yes,yes,No Risk
1806,0_to_200,18,credits_paid_to_date,furniture,2273,less_100,1_to_4,3,male,co-applicant,2,car_other,35,none,free,1,skilled,1,none,yes,No Risk
1807,no_checking,30,prior_payments_delayed,business,3712,500_to_1000,4_to_7,3,male,none,4,savings_insurance,41,none,free,2,management_self-employed,1,yes,yes,No Risk
1808,no_checking,35,prior_payments_delayed,other,7969,100_to_500,4_to_7,4,male,none,3,unknown,36,none,own,1,skilled,1,none,yes,No Risk
1809,greater_200,21,outstanding_credit,radio_tv,4080,100_to_500,4_to_7,3,male,none,3,car_other,52,none,own,1,skilled,1,yes,yes,No Risk
1810,no_checking,26,all_credits_paid_back,radio_tv,4589,less_100,4_to_7,4,male,none,4,car_other,31,none,own,1,management_self-employed,1,none,yes,No Risk
1811,no_checking,29,credits_paid_to_date,furniture,4637,500_to_1000,1_to_4,4,male,guarantor,5,car_other,48,stores,free,2,unskilled,1,yes,yes,No Risk
1812,0_to_200,15,credits_paid_to_date,furniture,1347,less_100,4_to_7,2,male,none,2,real_estate,34,bank,rent,1,unemployed,1,none,yes,No Risk
1813,less_0,9,prior_payments_delayed,car_used,842,500_to_1000,4_to_7,3,male,none,3,car_other,32,none,own,1,skilled,2,yes,yes,No Risk
1814,less_0,10,all_credits_paid_back,car_used,2323,100_to_500,less_1,2,male,none,2,car_other,19,bank,rent,1,unemployed,1,none,yes,No Risk
1815,no_checking,31,prior_payments_delayed,appliances,4787,unknown,greater_7,5,male,none,5,car_other,47,stores,own,2,unskilled,2,yes,no,No Risk
1816,0_to_200,4,all_credits_paid_back,car_new,624,less_100,less_1,2,male,none,1,real_estate,32,none,own,1,skilled,1,none,yes,No Risk
1817,no_checking,23,prior_payments_delayed,repairs,1659,100_to_500,1_to_4,3,male,none,2,car_other,24,none,rent,1,skilled,1,none,yes,No Risk
1818,0_to_200,13,credits_paid_to_date,car_used,3091,less_100,1_to_4,3,male,none,3,savings_insurance,29,none,own,2,skilled,1,yes,yes,No Risk
1819,no_checking,41,outstanding_credit,retraining,5657,unknown,greater_7,5,male,co-applicant,4,car_other,57,stores,own,3,unskilled,2,yes,yes,No Risk
1820,0_to_200,28,credits_paid_to_date,education,5936,less_100,4_to_7,4,male,none,4,car_other,32,none,own,2,management_self-employed,1,yes,yes,No Risk
1821,0_to_200,15,credits_paid_to_date,car_used,1993,less_100,less_1,2,male,none,3,savings_insurance,23,none,own,1,skilled,1,none,yes,No Risk
1822,0_to_200,9,prior_payments_delayed,car_new,250,less_100,less_1,2,male,none,3,real_estate,30,stores,rent,1,unskilled,1,yes,yes,No Risk
1823,0_to_200,13,all_credits_paid_back,car_new,250,less_100,less_1,1,male,none,2,real_estate,25,stores,rent,1,skilled,1,none,yes,No Risk
1824,less_0,22,credits_paid_to_date,furniture,3711,less_100,1_to_4,3,male,none,1,car_other,36,bank,rent,2,unemployed,1,none,yes,No Risk
1825,less_0,9,prior_payments_delayed,car_used,250,less_100,less_1,1,male,none,1,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk
1826,less_0,14,all_credits_paid_back,car_used,250,500_to_1000,4_to_7,2,male,none,2,car_other,32,stores,own,1,unskilled,1,none,yes,No Risk
1827,no_checking,45,credits_paid_to_date,appliances,3874,500_to_1000,4_to_7,4,male,none,3,savings_insurance,34,none,own,2,skilled,1,none,yes,No Risk
1828,less_0,19,credits_paid_to_date,furniture,3666,500_to_1000,less_1,3,male,none,3,car_other,21,none,rent,2,skilled,1,none,yes,No Risk
1829,less_0,31,credits_paid_to_date,car_used,2876,less_100,4_to_7,3,male,none,2,savings_insurance,37,bank,own,2,unemployed,1,none,yes,No Risk
1830,less_0,12,prior_payments_delayed,furniture,1602,less_100,4_to_7,3,male,none,2,real_estate,31,bank,rent,1,unskilled,1,none,yes,No Risk
1831,no_checking,25,prior_payments_delayed,car_used,5950,greater_1000,4_to_7,3,male,none,4,savings_insurance,40,stores,own,2,unskilled,1,yes,yes,No Risk
